SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,10,001,Delaware,Kent County,1,0,162310,78035,84275,55030,57771,18605,21155,554,581,1404,2002,62,74,2380,2692,57029,59987,20235,22938,1248,1464,1954,2640,148,198,73456,79508,51719,54452,17770,20194,452,475,1362,1960,34,41,2119,2386,53512,56425,19220,21770,1054,1232,1837,2534,109,149,4579,4767,3311,3319,835,961,102,106,42,42,28,33,261,306,3517,3562,1015,1168,194,232,117,106,39,49
050,10,001,Delaware,Kent County,1,1,11150,5706,5444,3557,3343,1552,1483,30,25,88,108,3,6,476,479,3998,3774,1936,1858,96,104,185,205,19,24,5106,4828,3189,2937,1403,1356,22,14,85,105,0,2,407,414,3573,3316,1734,1679,71,77,162,188,13,15,600,616,368,406,149,127,8,11,3,3,3,4,69,65,425,458,202,179,25,27,23,17,6,9
050,10,001,Delaware,Kent County,1,2,11286,5724,5562,3630,3361,1535,1597,29,32,115,125,8,6,407,441,3992,3758,1866,1926,96,112,195,218,19,12,5199,5058,3290,3047,1424,1476,15,20,111,120,2,3,357,392,3612,3402,1714,1772,67,85,177,202,10,9,525,504,340,314,111,121,14,12,4,5,6,3,50,49,380,356,152,154,29,27,18,16,9,3
050,10,001,Delaware,Kent County,1,3,11119,5700,5419,3564,3351,1629,1565,38,32,111,96,8,6,350,369,3874,3661,1889,1843,115,128,178,170,15,21,5319,4979,3312,3063,1549,1467,28,26,105,90,4,2,321,331,3597,3342,1790,1723,99,105,160,155,11,15,381,440,252,288,80,98,10,6,6,6,4,4,29,38,277,319,99,120,16,23,18,15,4,6
050,10,001,Delaware,Kent County,1,4,12370,6198,6172,3732,3540,2035,2196,46,40,111,88,4,5,270,303,3959,3786,2214,2403,118,145,189,164,14,23,5753,5722,3442,3266,1919,2066,38,30,109,82,2,3,243,275,3648,3491,2084,2250,95,123,180,155,11,20,445,450,290,274,116,130,8,10,2,6,2,2,27,28,311,295,130,153,23,22,9,9,3,3
050,10,001,Delaware,Kent County,1,5,12237,6138,6099,3929,3685,1863,2043,42,40,105,109,9,8,190,214,4073,3857,1979,2176,115,115,161,166,18,16,5644,5665,3550,3392,1785,1937,33,32,101,106,7,7,168,191,3680,3545,1886,2055,95,93,152,162,15,14,494,434,379,293,78,106,9,8,4,3,2,1,22,23,393,312,93,121,20,22,9,4,3,2
050,10,001,Delaware,Kent County,1,6,10494,5084,5410,3617,3689,1193,1380,32,38,90,126,6,7,146,170,3742,3824,1275,1484,79,95,129,180,13,21,4653,4984,3279,3389,1123,1293,22,30,87,126,4,1,138,145,3397,3503,1202,1382,64,77,124,170,10,14,431,426,338,300,70,87,10,8,3,0,2,6,8,25,345,321,73,102,15,18,5,10,3,7
050,10,001,Delaware,Kent County,1,7,9523,4452,5071,3253,3490,958,1264,39,32,93,142,4,9,105,134,3333,3598,1021,1338,78,80,123,185,9,15,4086,4726,2967,3233,910,1206,27,23,91,142,1,4,90,118,3035,3329,966,1268,58,63,117,183,6,9,366,345,286,257,48,58,12,9,2,0,3,5,15,16,298,269,55,70,20,17,6,2,3,6
050,10,001,Delaware,Kent County,1,8,9824,4608,5216,3275,3571,1078,1313,35,43,131,170,5,4,84,115,3336,3654,1124,1372,66,101,165,201,7,12,4311,4884,3055,3334,1024,1254,28,29,124,163,1,1,79,103,3112,3408,1068,1306,57,79,156,193,2,8,297,332,220,237,54,59,7,14,7,7,4,3,5,12,224,246,56,66,9,22,9,8,5,4
050,10,001,Delaware,Kent County,1,9,10746,5183,5563,3791,3856,1156,1373,32,52,132,173,3,3,69,106,3839,3933,1192,1432,77,107,143,199,7,11,4943,5298,3607,3659,1117,1326,28,45,127,170,3,2,61,96,3650,3729,1147,1379,68,96,136,193,7,8,240,265,184,197,39,47,4,7,5,3,0,1,8,10,189,204,45,53,9,11,7,6,0,3
050,10,001,Delaware,Kent County,1,10,12028,5803,6225,4308,4469,1278,1439,45,42,108,185,1,5,63,85,4353,4532,1302,1477,79,90,126,209,6,11,5574,5980,4117,4288,1252,1393,37,34,108,183,0,4,60,78,4159,4346,1273,1427,71,76,126,206,5,10,229,245,191,181,26,46,8,8,0,2,1,1,3,7,194,186,29,50,8,14,0,3,1,1
050,10,001,Delaware,Kent County,1,11,11149,5267,5882,3973,4270,1083,1333,50,47,85,138,6,10,70,84,4020,4331,1121,1374,91,96,100,161,9,16,5095,5689,3836,4128,1063,1298,44,45,84,135,6,8,62,75,3878,4182,1094,1335,83,89,97,155,9,14,172,193,137,142,20,35,6,2,1,3,0,2,8,9,142,149,27,39,8,7,3,6,0,2
050,10,001,Delaware,Kent County,1,12,9428,4356,5072,3302,3675,921,1163,37,46,53,136,1,2,42,50,3333,3710,939,1187,66,76,58,149,5,3,4227,4959,3200,3585,903,1145,35,44,51,135,1,2,37,48,3227,3619,918,1168,62,73,55,147,4,3,129,113,102,90,18,18,2,2,2,1,0,0,5,2,106,91,21,19,4,3,3,2,1,0
050,10,001,Delaware,Kent County,1,13,8974,4186,4788,3274,3607,777,973,34,38,57,125,0,0,44,45,3306,3639,798,997,66,64,65,136,1,1,4093,4648,3204,3492,762,964,33,35,56,124,0,0,38,33,3231,3516,779,978,63,58,63,130,1,1,93,140,70,115,15,9,1,3,1,1,0,0,6,12,75,123,19,19,3,6,2,6,0,0
050,10,001,Delaware,Kent County,1,14,7244,3342,3902,2677,3024,560,697,23,17,52,116,1,0,29,48,2699,3061,574,713,42,59,57,119,2,3,3287,3816,2630,2955,557,689,22,14,51,116,1,0,26,42,2650,2987,570,703,39,53,55,119,2,1,55,86,47,69,3,8,1,3,1,0,0,0,3,6,49,74,4,10,3,6,2,0,0,2
050,10,001,Delaware,Kent County,1,15,5455,2502,2953,1974,2346,450,498,17,21,42,65,0,1,19,22,1988,2362,459,507,29,38,45,72,1,3,2448,2888,1927,2288,446,495,16,21,42,65,0,0,17,19,1939,2302,454,503,28,35,44,72,1,2,54,65,47,58,4,3,1,0,0,0,0,1,2,3,49,60,5,4,1,3,1,0,0,1
050,10,001,Delaware,Kent County,1,16,4214,1908,2306,1589,1817,287,400,13,13,14,57,0,1,5,18,1592,1826,292,408,16,26,14,61,0,3,1881,2262,1564,1783,285,393,13,12,14,56,0,1,5,17,1567,1791,290,401,16,24,14,60,0,3,27,44,25,34,2,7,0,1,0,1,0,0,0,1,25,35,2,7,0,2,0,1,0,0
050,10,001,Delaware,Kent County,1,17,2666,1118,1548,950,1296,141,202,9,16,11,26,2,1,5,7,954,1298,141,207,13,20,13,27,2,3,1096,1509,930,1259,141,201,8,15,11,26,1,1,5,7,934,1261,141,206,12,19,13,27,1,3,22,39,20,37,0,1,1,1,0,0,1,0,0,0,20,37,0,1,1,1,0,0,1,0
050,10,001,Delaware,Kent County,1,18,2403,760,1643,635,1381,109,236,3,7,6,17,1,0,6,2,638,1383,113,236,6,8,8,18,1,0,741,1613,620,1354,107,235,3,6,5,16,1,0,5,2,623,1356,110,235,6,7,6,17,1,0,19,30,15,27,2,1,0,1,1,1,0,0,1,0,15,27,3,1,0,1,2,1,0,0
050,10,001,Delaware,Kent County,2,0,162352,78059,84293,55048,57780,18608,21160,554,581,1406,2003,62,74,2381,2695,57048,59999,20239,22944,1248,1464,1956,2643,148,198,73480,79526,51737,54461,17773,20199,452,475,1364,1961,34,41,2120,2389,53531,56437,19224,21776,1054,1232,1839,2537,109,149,4579,4767,3311,3319,835,961,102,106,42,42,28,33,261,306,3517,3562,1015,1168,194,232,117,106,39,49
050,10,001,Delaware,Kent County,2,1,11151,5707,5444,3558,3343,1552,1483,30,25,88,108,3,6,476,479,3999,3774,1936,1858,96,104,185,205,19,24,5107,4828,3190,2937,1403,1356,22,14,85,105,0,2,407,414,3574,3316,1734,1679,71,77,162,188,13,15,600,616,368,406,149,127,8,11,3,3,3,4,69,65,425,458,202,179,25,27,23,17,6,9
050,10,001,Delaware,Kent County,2,2,11288,5726,5562,3631,3361,1535,1597,29,32,115,125,8,6,408,441,3994,3758,1867,1926,96,112,195,218,19,12,5201,5058,3291,3047,1424,1476,15,20,111,120,2,3,358,392,3614,3402,1715,1772,67,85,177,202,10,9,525,504,340,314,111,121,14,12,4,5,6,3,50,49,380,356,152,154,29,27,18,16,9,3
050,10,001,Delaware,Kent County,2,3,11124,5702,5422,3566,3351,1629,1565,38,32,111,96,8,6,350,372,3876,3664,1889,1844,115,128,178,172,15,21,5321,4982,3314,3063,1549,1467,28,26,105,90,4,2,321,334,3599,3345,1790,1724,99,105,160,157,11,15,381,440,252,288,80,98,10,6,6,6,4,4,29,38,277,319,99,120,16,23,18,15,4,6
050,10,001,Delaware,Kent County,2,4,12374,6200,6174,3733,3541,2036,2197,46,40,111,88,4,5,270,303,3960,3787,2215,2404,118,145,189,164,14,23,5755,5724,3443,3267,1920,2067,38,30,109,82,2,3,243,275,3649,3492,2085,2251,95,123,180,155,11,20,445,450,290,274,116,130,8,10,2,6,2,2,27,28,311,295,130,153,23,22,9,9,3,3
050,10,001,Delaware,Kent County,2,5,12239,6140,6099,3931,3685,1863,2043,42,40,105,109,9,8,190,214,4075,3857,1979,2176,115,115,161,166,18,16,5646,5665,3552,3392,1785,1937,33,32,101,106,7,7,168,191,3682,3545,1886,2055,95,93,152,162,15,14,494,434,379,293,78,106,9,8,4,3,2,1,22,23,393,312,93,121,20,22,9,4,3,2
050,10,001,Delaware,Kent County,2,6,10499,5088,5411,3620,3690,1194,1380,32,38,90,126,6,7,146,170,3745,3825,1276,1484,79,95,129,180,13,21,4657,4985,3282,3390,1124,1293,22,30,87,126,4,1,138,145,3400,3504,1203,1382,64,77,124,170,10,14,431,426,338,300,70,87,10,8,3,0,2,6,8,25,345,321,73,102,15,18,5,10,3,7
050,10,001,Delaware,Kent County,2,7,9524,4452,5072,3253,3491,958,1264,39,32,93,142,4,9,105,134,3333,3599,1021,1338,78,80,123,185,9,15,4086,4727,2967,3234,910,1206,27,23,91,142,1,4,90,118,3035,3330,966,1268,58,63,117,183,6,9,366,345,286,257,48,58,12,9,2,0,3,5,15,16,298,269,55,70,20,17,6,2,3,6
050,10,001,Delaware,Kent County,2,8,9826,4609,5217,3275,3571,1078,1313,35,43,132,171,5,4,84,115,3336,3654,1124,1372,66,101,166,202,7,12,4312,4885,3055,3334,1024,1254,28,29,125,164,1,1,79,103,3112,3408,1068,1306,57,79,157,194,2,8,297,332,220,237,54,59,7,14,7,7,4,3,5,12,224,246,56,66,9,22,9,8,5,4
050,10,001,Delaware,Kent County,2,9,10749,5184,5565,3792,3858,1156,1373,32,52,132,173,3,3,69,106,3840,3935,1192,1432,77,107,143,199,7,11,4944,5300,3608,3661,1117,1326,28,45,127,170,3,2,61,96,3651,3731,1147,1379,68,96,136,193,7,8,240,265,184,197,39,47,4,7,5,3,0,1,8,10,189,204,45,53,9,11,7,6,0,3
050,10,001,Delaware,Kent County,2,10,12032,5805,6227,4310,4470,1278,1440,45,42,108,185,1,5,63,85,4355,4533,1302,1478,79,90,126,209,6,11,5576,5982,4119,4289,1252,1394,37,34,108,183,0,4,60,78,4161,4347,1273,1428,71,76,126,206,5,10,229,245,191,181,26,46,8,8,0,2,1,1,3,7,194,186,29,50,8,14,0,3,1,1
050,10,001,Delaware,Kent County,2,11,11154,5268,5886,3974,4272,1083,1335,50,47,85,138,6,10,70,84,4021,4333,1121,1376,91,96,100,161,9,16,5096,5693,3837,4130,1063,1300,44,45,84,135,6,8,62,75,3879,4184,1094,1337,83,89,97,155,9,14,172,193,137,142,20,35,6,2,1,3,0,2,8,9,142,149,27,39,8,7,3,6,0,2
050,10,001,Delaware,Kent County,2,12,9429,4357,5072,3302,3675,922,1163,37,46,53,136,1,2,42,50,3333,3710,940,1187,66,76,58,149,5,3,4228,4959,3200,3585,904,1145,35,44,51,135,1,2,37,48,3227,3619,919,1168,62,73,55,147,4,3,129,113,102,90,18,18,2,2,2,1,0,0,5,2,106,91,21,19,4,3,3,2,1,0
050,10,001,Delaware,Kent County,2,13,8975,4186,4789,3274,3608,777,973,34,38,57,125,0,0,44,45,3306,3640,798,997,66,64,65,136,1,1,4093,4649,3204,3493,762,964,33,35,56,124,0,0,38,33,3231,3517,779,978,63,58,63,130,1,1,93,140,70,115,15,9,1,3,1,1,0,0,6,12,75,123,19,19,3,6,2,6,0,0
050,10,001,Delaware,Kent County,2,14,7244,3343,3901,2678,3023,560,697,23,17,52,116,1,0,29,48,2700,3060,574,713,42,59,57,119,2,3,3288,3815,2631,2954,557,689,22,14,51,116,1,0,26,42,2651,2986,570,703,39,53,55,119,2,1,55,86,47,69,3,8,1,3,1,0,0,0,3,6,49,74,4,10,3,6,2,0,0,2
050,10,001,Delaware,Kent County,2,15,5455,2502,2953,1974,2346,450,498,17,21,42,65,0,1,19,22,1988,2362,459,507,29,38,45,72,1,3,2448,2888,1927,2288,446,495,16,21,42,65,0,0,17,19,1939,2302,454,503,28,35,44,72,1,2,54,65,47,58,4,3,1,0,0,0,0,1,2,3,49,60,5,4,1,3,1,0,0,1
050,10,001,Delaware,Kent County,2,16,4216,1910,2306,1590,1817,287,400,13,13,15,57,0,1,5,18,1593,1826,292,408,16,26,15,61,0,3,1883,2262,1565,1783,285,393,13,12,15,56,0,1,5,17,1568,1791,290,401,16,24,15,60,0,3,27,44,25,34,2,7,0,1,0,1,0,0,0,1,25,35,2,7,0,2,0,1,0,0
050,10,001,Delaware,Kent County,2,17,2669,1120,1549,952,1297,141,202,9,16,11,26,2,1,5,7,956,1299,141,207,13,20,13,27,2,3,1098,1510,932,1260,141,201,8,15,11,26,1,1,5,7,936,1262,141,206,12,19,13,27,1,3,22,39,20,37,0,1,1,1,0,0,1,0,0,0,20,37,0,1,1,1,0,0,1,0
050,10,001,Delaware,Kent County,2,18,2404,760,1644,635,1381,109,237,3,7,6,17,1,0,6,2,638,1383,113,237,6,8,8,18,1,0,741,1614,620,1354,107,236,3,6,5,16,1,0,5,2,623,1356,110,236,6,7,6,17,1,0,19,30,15,27,2,1,0,1,1,1,0,0,1,0,15,27,3,1,0,1,2,1,0,0
050,10,001,Delaware,Kent County,3,0,162972,78370,84602,55189,57916,18764,21288,562,587,1397,2016,60,75,2398,2720,57196,60128,20377,23181,1227,1417,1975,2668,198,223,73739,79791,51847,54571,17915,20317,458,478,1358,1974,33,42,2128,2409,53646,56539,19340,21996,999,1174,1880,2571,152,163,4631,4811,3342,3345,849,971,104,109,39,42,27,33,270,311,3550,3589,1037,1185,228,243,95,97,46,60
050,10,001,Delaware,Kent County,3,1,11156,5699,5457,3551,3358,1559,1481,31,25,87,105,3,7,468,481,3990,3806,1950,1889,71,72,185,188,21,24,5093,4845,3183,2956,1405,1359,22,13,84,101,0,2,399,414,3567,3348,1743,1714,39,39,166,170,12,13,606,612,368,402,154,122,9,12,3,4,3,5,69,67,423,458,207,175,32,33,19,18,9,11
050,10,001,Delaware,Kent County,3,2,11289,5723,5566,3628,3368,1535,1599,29,31,111,124,8,5,412,439,4007,3774,1872,1941,77,76,194,230,16,12,5188,5051,3282,3045,1421,1473,15,20,108,119,2,3,360,391,3622,3412,1714,1781,39,49,178,218,8,9,535,515,346,323,114,126,14,11,3,5,6,2,52,48,385,362,158,160,38,27,16,12,8,3
050,10,001,Delaware,Kent County,3,3,11181,5733,5448,3584,3352,1637,1578,36,34,113,100,9,7,354,377,3898,3683,1913,1890,96,99,186,176,24,19,5348,5003,3329,3065,1556,1477,27,27,107,93,5,2,324,339,3619,3366,1810,1763,72,72,174,164,18,12,385,445,255,287,81,101,9,7,6,7,4,5,30,38,279,317,103,127,24,27,12,12,6,7
050,10,001,Delaware,Kent County,3,4,12296,6182,6114,3706,3477,2043,2195,47,41,110,89,4,5,272,307,3938,3724,2229,2421,115,136,181,165,22,23,5734,5661,3414,3201,1927,2067,38,29,108,83,1,3,246,278,3626,3427,2100,2269,93,112,174,155,15,19,448,453,292,276,116,128,9,12,2,6,3,2,26,29,312,297,129,152,22,24,7,10,7,4
050,10,001,Delaware,Kent County,3,5,12345,6196,6149,3964,3712,1886,2066,42,40,101,108,9,7,194,216,4101,3882,2001,2189,124,114,160,179,23,23,5700,5714,3583,3418,1807,1960,33,33,97,105,7,6,173,192,3706,3572,1911,2069,99,94,154,170,19,17,496,435,381,294,79,106,9,7,4,3,2,1,21,24,395,310,90,120,25,20,6,9,4,6
050,10,001,Delaware,Kent County,3,6,10567,5128,5439,3641,3718,1206,1379,33,38,92,124,6,7,150,173,3764,3850,1278,1473,86,98,146,189,14,18,4692,5007,3302,3411,1136,1292,23,30,88,124,4,2,139,148,3415,3523,1205,1372,72,78,137,183,12,10,436,432,339,307,70,87,10,8,4,0,2,5,11,25,349,327,73,101,14,20,9,6,2,8
050,10,001,Delaware,Kent County,3,7,9618,4487,5131,3278,3528,965,1278,38,33,93,146,4,8,109,138,3358,3625,1020,1360,89,95,127,187,15,19,4116,4773,2991,3263,916,1216,26,24,91,146,1,4,91,120,3055,3345,961,1286,65,77,123,187,12,14,371,358,287,265,49,62,12,9,2,0,3,4,18,18,303,280,59,74,24,18,4,0,3,5
050,10,001,Delaware,Kent County,3,8,9791,4600,5191,3258,3550,1086,1307,36,42,131,171,4,5,85,116,3316,3623,1129,1373,63,96,167,211,16,15,4296,4858,3032,3312,1032,1248,28,28,125,165,1,1,78,104,3085,3379,1069,1306,54,76,159,201,13,9,304,333,226,238,54,59,8,14,6,6,3,4,7,12,231,244,60,67,9,20,8,10,3,6
050,10,001,Delaware,Kent County,3,9,10732,5180,5552,3775,3832,1169,1383,34,51,130,175,2,3,70,108,3820,3903,1198,1438,80,113,148,205,7,18,4938,5282,3588,3634,1129,1335,30,43,126,172,2,2,63,96,3629,3695,1154,1383,71,100,142,199,7,16,242,270,187,198,40,48,4,8,4,3,0,1,7,12,191,208,44,55,9,13,6,6,0,2
050,10,001,Delaware,Kent County,3,10,12022,5794,6228,4290,4462,1280,1447,47,44,110,185,1,6,66,84,4332,4514,1307,1487,92,100,121,206,12,13,5566,5984,4103,4285,1253,1399,39,35,110,183,0,5,61,77,4141,4332,1277,1434,81,87,121,202,11,11,228,244,187,177,27,48,8,9,0,2,1,1,5,7,191,182,30,53,11,13,0,4,1,2
050,10,001,Delaware,Kent County,3,11,11241,5320,5921,4011,4295,1104,1345,47,47,83,138,6,10,69,86,4056,4347,1131,1395,89,116,100,148,13,15,5144,5725,3869,4149,1084,1310,41,45,82,136,6,8,62,77,3909,4193,1105,1355,82,107,97,146,13,13,176,196,142,146,20,35,6,2,1,2,0,2,7,9,147,154,26,40,7,9,3,2,0,2
050,10,001,Delaware,Kent County,3,12,9535,4409,5126,3338,3709,932,1179,41,46,53,139,1,2,44,51,3372,3741,948,1205,75,83,58,149,4,6,4279,5012,3234,3617,915,1161,39,44,52,138,1,2,38,50,3263,3648,927,1187,69,81,57,147,3,6,130,114,104,92,17,18,2,2,1,1,0,0,6,1,109,93,21,18,6,2,1,2,1,0
050,10,001,Delaware,Kent County,3,13,9043,4227,4816,3289,3626,803,980,34,39,58,125,0,0,43,46,3318,3654,820,1006,68,72,66,132,1,4,4132,4676,3218,3513,786,970,33,36,57,124,0,0,38,33,3243,3531,798,987,66,64,65,128,1,3,95,140,71,113,17,10,1,3,1,1,0,0,5,13,75,123,22,19,2,8,1,4,0,1
050,10,001,Delaware,Kent County,3,14,7295,3361,3934,2695,3038,564,713,23,18,51,117,1,0,27,48,2716,3074,573,729,42,53,55,124,3,5,3307,3846,2649,2967,561,705,22,15,50,117,1,0,24,42,2669,2998,568,719,39,47,54,124,2,3,54,88,46,71,3,8,1,3,1,0,0,0,3,6,47,76,5,10,3,6,1,0,1,2
050,10,001,Delaware,Kent County,3,15,5514,2524,2990,1993,2367,451,510,18,22,42,67,0,1,20,23,2009,2383,458,523,27,36,46,75,4,4,2468,2925,1944,2308,447,507,17,22,42,67,0,0,18,21,1958,2322,453,519,26,35,45,75,4,3,56,65,49,59,4,3,1,0,0,0,0,1,2,2,51,61,5,4,1,1,1,0,0,1
050,10,001,Delaware,Kent County,3,16,4220,1901,2319,1578,1829,289,400,14,14,15,58,0,1,5,17,1583,1841,292,410,15,29,16,59,0,4,1873,2278,1552,1798,287,392,14,13,15,57,0,1,5,17,1557,1810,290,402,15,28,16,58,0,4,28,41,26,31,2,8,0,1,0,1,0,0,0,0,26,31,2,8,0,1,0,1,0,0
050,10,001,Delaware,Kent County,3,17,2705,1137,1568,968,1307,145,209,9,16,10,27,1,1,4,8,972,1314,145,212,12,22,11,27,1,1,1115,1528,947,1269,145,208,8,15,10,27,1,1,4,8,951,1276,145,211,11,21,11,27,1,1,22,40,21,38,0,1,1,1,0,0,0,0,0,0,21,38,0,1,1,1,0,0,0,0
050,10,001,Delaware,Kent County,3,18,2422,769,1653,642,1388,110,239,3,6,7,18,1,0,6,2,646,1390,113,240,6,7,8,18,2,0,750,1623,627,1360,108,238,3,6,6,17,1,0,5,2,631,1362,110,239,6,7,7,17,1,0,19,30,15,28,2,1,0,0,1,1,0,0,1,0,15,28,3,1,0,0,1,1,1,0
050,10,001,Delaware,Kent County,4,0,165161,79505,85656,55703,58301,19176,21759,565,609,1440,2087,63,75,2558,2825,57870,60584,20906,23729,1272,1448,2053,2766,203,261,74560,80584,52127,54757,18291,20767,455,482,1405,2042,36,38,2246,2498,54039,56781,19813,22511,1024,1183,1964,2666,151,194,4945,5072,3576,3544,885,992,110,127,35,45,27,37,312,327,3831,3803,1093,1218,248,265,89,100,52,67
050,10,001,Delaware,Kent County,4,1,11083,5637,5446,3490,3378,1526,1439,30,32,90,103,3,6,498,488,3960,3829,1936,1855,63,77,191,183,22,24,5026,4830,3110,2966,1378,1330,19,13,86,98,1,2,432,421,3526,3363,1736,1693,36,38,174,168,14,14,611,616,380,412,148,109,11,19,4,5,2,4,66,67,434,466,200,162,27,39,17,15,8,10
050,10,001,Delaware,Kent County,4,2,11304,5737,5567,3627,3348,1541,1615,27,34,104,123,6,4,432,443,4027,3757,1900,1963,75,77,189,224,11,16,5181,5016,3264,2998,1424,1483,15,21,102,118,1,2,375,394,3617,3367,1735,1791,41,48,176,215,4,12,556,551,363,350,117,132,12,13,2,5,5,2,57,49,410,390,165,172,34,29,13,9,7,4
050,10,001,Delaware,Kent County,4,3,11386,5842,5544,3637,3385,1655,1602,32,36,124,119,8,7,386,395,3983,3735,1954,1933,93,97,209,199,24,21,5404,5070,3353,3088,1559,1488,23,28,117,112,4,2,348,352,3665,3402,1832,1786,67,71,193,186,18,14,438,474,284,297,96,114,9,8,7,7,4,5,38,43,318,333,122,147,26,26,16,13,6,7
050,10,001,Delaware,Kent County,4,4,12042,6082,5960,3618,3287,2017,2213,49,39,114,95,6,6,278,320,3855,3549,2216,2450,117,135,192,166,21,23,5644,5478,3332,2984,1907,2082,36,29,113,89,2,4,254,290,3554,3222,2091,2296,91,114,184,158,14,20,438,482,286,303,110,131,13,10,1,6,4,2,24,30,301,327,125,154,26,21,8,8,7,3
050,10,001,Delaware,Kent County,4,5,12878,6460,6418,4100,3818,2020,2209,40,41,86,109,7,8,207,233,4251,4003,2141,2347,127,120,148,181,23,29,5929,5972,3695,3518,1931,2104,33,31,82,103,6,5,182,211,3829,3690,2038,2229,102,98,141,170,20,22,531,446,405,300,89,105,7,10,4,6,1,3,25,22,422,313,103,118,25,22,7,11,3,7
050,10,001,Delaware,Kent County,4,6,10741,5260,5481,3733,3771,1215,1350,36,35,105,122,7,8,164,195,3868,3913,1303,1460,94,99,155,200,18,26,4789,5049,3359,3463,1153,1265,28,30,103,121,5,3,141,167,3478,3587,1226,1358,79,81,148,189,12,15,471,432,374,308,62,85,8,5,2,1,2,5,23,28,390,326,77,102,15,18,7,11,6,11
050,10,001,Delaware,Kent County,4,7,9919,4657,5262,3411,3617,973,1320,39,38,92,140,6,5,136,142,3517,3718,1043,1403,106,96,130,186,18,17,4231,4851,3091,3324,919,1249,24,22,91,140,2,0,104,116,3167,3401,978,1317,67,68,128,183,13,10,426,411,320,293,54,71,15,16,1,0,4,5,32,26,350,317,65,86,39,28,2,3,5,7
050,10,001,Delaware,Kent County,4,8,9547,4477,5070,3151,3469,1066,1250,41,41,133,179,4,6,82,125,3212,3552,1103,1311,73,94,164,227,15,21,4138,4720,2902,3207,1004,1196,30,27,128,174,1,2,73,114,2954,3280,1035,1250,59,75,158,220,11,16,339,350,249,262,62,54,11,14,5,5,3,4,9,11,258,272,68,61,14,19,6,7,4,5
050,10,001,Delaware,Kent County,4,9,10706,5156,5550,3698,3762,1211,1443,38,49,135,186,2,3,72,107,3748,3830,1238,1498,81,112,155,213,9,21,4903,5247,3501,3543,1170,1386,34,38,131,184,1,0,66,96,3546,3603,1196,1436,74,94,149,208,7,16,253,303,197,219,41,57,4,11,4,2,1,3,6,11,202,227,42,62,7,18,6,5,2,5
050,10,001,Delaware,Kent County,4,10,11898,5693,6205,4164,4392,1291,1478,39,53,126,193,2,7,71,82,4212,4445,1324,1520,83,108,141,210,14,12,5443,5962,3959,4212,1259,1433,33,44,126,190,1,6,65,77,4001,4260,1288,1472,75,98,141,206,12,11,250,243,205,180,32,45,6,9,0,3,1,1,6,5,211,185,36,48,8,10,0,4,2,1
050,10,001,Delaware,Kent County,4,11,11515,5515,6000,4129,4350,1185,1356,43,45,82,143,4,8,72,98,4175,4407,1213,1414,97,120,100,160,9,18,5324,5802,3977,4200,1161,1324,36,42,82,142,4,7,64,87,4015,4248,1184,1375,86,111,100,156,9,17,191,198,152,150,24,32,7,3,0,1,0,1,8,11,160,159,29,39,11,9,0,4,0,1
050,10,001,Delaware,Kent County,4,12,9918,4608,5310,3492,3832,950,1236,51,41,58,147,5,4,52,50,3533,3862,965,1265,93,81,64,154,8,6,4461,5169,3372,3718,935,1215,48,40,56,145,5,3,45,48,3406,3746,948,1243,83,78,62,152,8,5,147,141,120,114,15,21,3,1,2,2,0,1,7,2,127,116,17,22,10,3,2,2,0,1
050,10,001,Delaware,Kent County,4,13,9339,4368,4971,3344,3724,884,1036,31,42,65,126,0,0,44,43,3375,3752,900,1054,65,75,75,134,1,6,4257,4829,3262,3613,861,1021,31,39,64,126,0,0,39,30,3289,3631,873,1035,65,62,73,130,0,4,111,142,82,111,23,15,0,3,1,0,0,0,5,13,86,121,27,19,0,13,2,4,1,2
